temperature;top_p;prompt;n_services;services;services_list
0.25;0.5;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- joblib;['Databases and services:', '- Local JSON files', '- Local CSV files', '- joblib']
0.25;0.5;zero_shot;4;Databases and services:,local file system, pandas, joblib;['Databases and services:', 'local file system', ' pandas', ' joblib']
0.25;0.5;zero_shot;3;Local JSON files, Random_Forest_augmented.pkl, preprocessor.pkl;['Local JSON files', ' Random_Forest_augmented.pkl', ' preprocessor.pkl']
0.25;1;zero_shot;3;local filesystem, joblib, pandas;['local filesystem', ' joblib', ' pandas']
0.25;1;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib models;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib models']
0.25;1;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
0.25;1;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
0.25;1;zero_shot;3;Databases and services:,local file system, joblib;['Databases and services:', 'local file system', ' joblib']
0.25;1;zero_shot;3;Databases and services:,- local file system,- joblib;['Databases and services:', '- local file system', '- joblib']
0.25;1;zero_shot;4;Databases and services:,- Local JSON files,- joblib,- pandas;['Databases and services:', '- Local JSON files', '- joblib', '- pandas']
0.25;1;zero_shot;3;local file system, joblib, pandas;['local file system', ' joblib', ' pandas']
0.25;1;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
0.25;1;zero_shot;3;Databases and services:,local file system, joblib;['Databases and services:', 'local file system', ' joblib']
0.5;0.01;zero_shot;3;local file system, pandas, joblib;['local file system', ' pandas', ' joblib']
0.5;0.01;zero_shot;4;Databases and services:,- local JSON files,- pandas,- joblib;['Databases and services:', '- local JSON files', '- pandas', '- joblib']
0.5;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
0.5;0.01;zero_shot;2;joblib, pandas;['joblib', ' pandas']
0.5;0.01;zero_shot;4;Databases and services:,- local JSON files,- pandas,- joblib;['Databases and services:', '- local JSON files', '- pandas', '- joblib']
0.5;0.01;zero_shot;3;Local JSON files, joblib, pandas;['Local JSON files', ' joblib', ' pandas']
0.5;0.01;zero_shot;3;Databases and services:,- Local JSON files,- joblib;['Databases and services:', '- Local JSON files', '- joblib']
0.5;0.01;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib models;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib models']
0.5;0.01;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib models;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib models']
0.5;0.01;zero_shot;3;Local JSON files, Random Forest model, Preprocessor;['Local JSON files', ' Random Forest model', ' Preprocessor']
0.5;0.15;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib']
0.5;0.15;zero_shot;1;local file system;['local file system']
0.5;0.15;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
0.5;0.15;zero_shot;4;Databases and services:,- local JSON files,- pandas,- joblib;['Databases and services:', '- local JSON files', '- pandas', '- joblib']
0.5;0.15;zero_shot;4;Databases and services:,local file system, pandas, joblib;['Databases and services:', 'local file system', ' pandas', ' joblib']
0.5;0.15;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
0.5;0.15;zero_shot;1;local file system;['local file system']
0.5;0.15;zero_shot;2;local file system, joblib;['local file system', ' joblib']
0.5;0.15;zero_shot;3;Databases and services:,- local file system,- joblib;['Databases and services:', '- local file system', '- joblib']
0.5;0.15;zero_shot;1;local file system;['local file system']
0.5;0.5;zero_shot;1;None;['None']
0.5;0.5;zero_shot;3;local JSON files, pandas, joblib;['local JSON files', ' pandas', ' joblib']
0.5;0.5;zero_shot;4;Databases and services:,- local JSON files,- joblib,- pandas;['Databases and services:', '- local JSON files', '- joblib', '- pandas']
0.5;0.5;zero_shot;3;Local JSON files, Random Forest model, Preprocessor;['Local JSON files', ' Random Forest model', ' Preprocessor']
0.5;0.5;zero_shot;3;local file system, pandas, joblib;['local file system', ' pandas', ' joblib']
0.5;0.5;zero_shot;4;Databases and services:,local file system, pandas, joblib;['Databases and services:', 'local file system', ' pandas', ' joblib']
0.5;0.5;zero_shot;2;pandas, joblib;['pandas', ' joblib']
0.5;0.5;zero_shot;2;local JSON files, joblib;['local JSON files', ' joblib']
0.5;0.5;zero_shot;3;local file system, joblib, pandas;['local file system', ' joblib', ' pandas']
0.5;0.5;zero_shot;4;Databases and services:,local file system, joblib, pandas;['Databases and services:', 'local file system', ' joblib', ' pandas']
0.5;1;zero_shot;4;Databases and services:,- Local JSON files,- Pandas,- Joblib;['Databases and services:', '- Local JSON files', '- Pandas', '- Joblib']
0.5;1;zero_shot;3;Local JSON file, Random Forest model, Preprocessor;['Local JSON file', ' Random Forest model', ' Preprocessor']
0.5;1;zero_shot;2;local database (JSON files), external service (joblib);['local database (JSON files)', ' external service (joblib)']
0.5;1;zero_shot;4;Databases and services:,- local JSON files,- pandas,- joblib;['Databases and services:', '- local JSON files', '- pandas', '- joblib']
0.5;1;zero_shot;4;List of databases and services:,local JSON files, pandas, joblib;['List of databases and services:', 'local JSON files', ' pandas', ' joblib']
0.5;1;zero_shot;4;Databases and services:,local file system, joblib, pandas;['Databases and services:', 'local file system', ' joblib', ' pandas']
0.5;1;zero_shot;3;local filesystem, pandas, joblib;['local filesystem', ' pandas', ' joblib']
0.5;1;zero_shot;4;Databases and services:,local file system, joblib, pandas;['Databases and services:', 'local file system', ' joblib', ' pandas']
0.5;1;zero_shot;1;local file system;['local file system']
0.5;1;zero_shot;1;local file system;['local file system']
1;0.01;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
1;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1;0.01;zero_shot;3;local file system, pandas, joblib;['local file system', ' pandas', ' joblib']
1;0.01;zero_shot;3;local file system, pandas, joblib;['local file system', ' pandas', ' joblib']
1;0.01;zero_shot;1;local file system;['local file system']
1;0.01;zero_shot;3;local file system, pandas, joblib;['local file system', ' pandas', ' joblib']
1;0.01;zero_shot;1;local file system;['local file system']
1;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1;0.01;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib models;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib models']
1;0.15;zero_shot;3;Databases and services:,- local JSON files,- joblib;['Databases and services:', '- local JSON files', '- joblib']
1;0.15;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
1;0.15;zero_shot;1;local file system;['local file system']
1;0.15;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib (for model loading);['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib (for model loading)']
1;0.15;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib']
1;0.15;zero_shot;3;Databases and services:,- local file system,- joblib;['Databases and services:', '- local file system', '- joblib']
1;0.15;zero_shot;3;Databases and services:,- Local JSON files,- joblib;['Databases and services:', '- Local JSON files', '- joblib']
1;0.15;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
1;0.15;zero_shot;1;local file system;['local file system']
1;0.15;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib']
1;0.5;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1;0.5;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1;0.5;zero_shot;0;[];
1;0.5;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
1;0.5;zero_shot;4;Databases and services:,local JSON files, pandas, joblib;['Databases and services:', 'local JSON files', ' pandas', ' joblib']
1;0.5;zero_shot;4;Databases and services:,- local JSON files,- pandas,- joblib;['Databases and services:', '- local JSON files', '- pandas', '- joblib']
1;0.5;zero_shot;4;Databases and services:,Local JSON files, joblib, pandas;['Databases and services:', 'Local JSON files', ' joblib', ' pandas']
1;0.5;zero_shot;3;Databases and services: user_data JSON, pandas, joblib;['Databases and services: user_data JSON', ' pandas', ' joblib']
1;0.5;zero_shot;3;Databases and services:,local file system, joblib;['Databases and services:', 'local file system', ' joblib']
1;0.5;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
1;1;zero_shot;2;Databases and services: Local File System, joblib;['Databases and services: Local File System', ' joblib']
1;1;zero_shot;3;Databases and services: local file system, pandas, joblib;['Databases and services: local file system', ' pandas', ' joblib']
1;1;zero_shot;5;user_data JSON, Random_Forest_augmented.pkl, preprocessor.pkl, filtered_data.csv, model_evaluations.csv;['user_data JSON', ' Random_Forest_augmented.pkl', ' preprocessor.pkl', ' filtered_data.csv', ' model_evaluations.csv']
1;1;zero_shot;2;Local file system, joblib;['Local file system', ' joblib']
1;1;zero_shot;1;local file system;['local file system']
1;1;zero_shot;2;pandas, joblib;['pandas', ' joblib']
1;1;zero_shot;4;user_data, model_evaluations, Random_Forest_augmented, preprocessor;['user_data', ' model_evaluations', ' Random_Forest_augmented', ' preprocessor']
1;1;zero_shot;6;Services:,- Local filesystem,- JSON,- joblib,- pandas,- logging;['Services:', '- Local filesystem', '- JSON', '- joblib', '- pandas', '- logging']
1;1;zero_shot;2;Databases and services:,local filesystem;['Databases and services:', 'local filesystem']
1;1;zero_shot;3;JSON files, joblib models, pandas data files;['JSON files', ' joblib models', ' pandas data files']
1.5;0.01;zero_shot;4;Databases and services:,- local JSON files,- pandas,- joblib;['Databases and services:', '- local JSON files', '- pandas', '- joblib']
1.5;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1.5;0.01;zero_shot;3;Databases and services:,- Local JSON files,- joblib;['Databases and services:', '- Local JSON files', '- joblib']
1.5;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1.5;0.01;zero_shot;1;local file system;['local file system']
1.5;0.01;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
1.5;0.01;zero_shot;3;local file system, joblib, pandas;['local file system', ' joblib', ' pandas']
1.5;0.01;zero_shot;3;Databases and services:,- local file system,- joblib;['Databases and services:', '- local file system', '- joblib']
1.5;0.01;zero_shot;4;Databases and services:,- local JSON files,- pandas,- joblib;['Databases and services:', '- local JSON files', '- pandas', '- joblib']
1.5;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1.5;0.15;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- joblib;['Databases and services:', '- Local JSON files', '- Local CSV files', '- joblib']
1.5;0.15;zero_shot;1;local file system;['local file system']
1.5;0.15;zero_shot;1;local file system;['local file system']
1.5;0.15;zero_shot;3;Databases and services:,- local JSON files,- joblib;['Databases and services:', '- local JSON files', '- joblib']
1.5;0.15;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib']
1.5;0.15;zero_shot;4;Databases and services:,- local JSON files,- pandas,- joblib;['Databases and services:', '- local JSON files', '- pandas', '- joblib']
1.5;0.15;zero_shot;4;Databases and services:,local file system, pandas, joblib;['Databases and services:', 'local file system', ' pandas', ' joblib']
1.5;0.15;zero_shot;1;local file system;['local file system']
1.5;0.15;zero_shot;1;local file system;['local file system']
1.5;0.15;zero_shot;3;local file system, pandas, joblib;['local file system', ' pandas', ' joblib']
1.5;0.5;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
1.5;0.5;zero_shot;3;Local JSON files, Random Forest model, Preprocessor;['Local JSON files', ' Random Forest model', ' Preprocessor']
1.5;0.5;zero_shot;2;local file system, joblib;['local file system', ' joblib']
1.5;0.5;zero_shot;3;Local JSON files, Pandas, Joblib;['Local JSON files', ' Pandas', ' Joblib']
1.5;0.5;zero_shot;2;Local file system, joblib;['Local file system', ' joblib']
1.5;0.5;zero_shot;4;Databases and services:,- Local JSON files,- Pandas,- Joblib;['Databases and services:', '- Local JSON files', '- Pandas', '- Joblib']
1.5;0.5;zero_shot;2;joblib, pandas;['joblib', ' pandas']
1.5;0.5;zero_shot;2;Databases and services: Local file system, joblib;['Databases and services: Local file system', ' joblib']
1.5;0.5;zero_shot;4;Databases and services:,local JSON files, pandas, joblib;['Databases and services:', 'local JSON files', ' pandas', ' joblib']
1.5;0.5;zero_shot;3;local JSON files, pandas, joblib;['local JSON files', ' pandas', ' joblib']
1.5;1;zero_shot;0;[];
1.5;1;zero_shot;2;Rasa  ,Joe Butler’ Linux Fe Planningópolis;['Rasa  ', 'Joe Butler’ Linux Fe Planningópolis']
1.5;1;zero_shot;4;os, json, pd, joblib;['os', ' json', ' pd', ' joblib']
1.5;1;zero_shot;3;JSON, CSV, pkl;['JSON', ' CSV', ' pkl']
1.5;1;zero_shot;6;,,Databases and external services:,joblib.models,,**;['', '', 'Databases and external services:', 'joblib.models', '', '**']
1.5;1;zero_shot;3;Databases and Services: local JSON files,,####;['Databases and Services: local JSON files', '', '####']
1.5;1;zero_shot;0;[];
1.5;1;zero_shot;7;Lists of databases and services:,local JSON file storage, joblib, Pandas, Scikit-Learn,,###;['Lists of databases and services:', 'local JSON file storage', ' joblib', ' Pandas', ' Scikit-Learn', '', '###']
1.5;1;zero_shot;2;- joblib,- AI model for stroke prediction;['- joblib', '- AI model for stroke prediction']
1.5;1;zero_shot;4;,Local File System, joblib, Pandas;['', 'Local File System', ' joblib', ' Pandas']
2;0.01;zero_shot;1;local file system;['local file system']
2;0.01;zero_shot;3;local file system, pandas, joblib;['local file system', ' pandas', ' joblib']
2;0.01;zero_shot;0;[];
2;0.01;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
2;0.01;zero_shot;4;Databases and services:,- Local JSON files,- Local CSV files,- Joblib models;['Databases and services:', '- Local JSON files', '- Local CSV files', '- Joblib models']
2;0.01;zero_shot;3;local file system, joblib, pandas;['local file system', ' joblib', ' pandas']
2;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
2;0.01;zero_shot;2;local file system, joblib;['local file system', ' joblib']
2;0.01;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
2;0.01;zero_shot;1;local file system;['local file system']
2;0.15;zero_shot;1;local file system;['local file system']
2;0.15;zero_shot;2;local file system, joblib;['local file system', ' joblib']
2;0.15;zero_shot;3;Databases and services:,- Local JSON files,- joblib;['Databases and services:', '- Local JSON files', '- joblib']
2;0.15;zero_shot;1;local file system;['local file system']
2;0.15;zero_shot;4;Databases and services:,local file system, pandas, joblib;['Databases and services:', 'local file system', ' pandas', ' joblib']
2;0.15;zero_shot;2;local file system, joblib;['local file system', ' joblib']
2;0.15;zero_shot;1;local file system;['local file system']
2;0.15;zero_shot;3;Databases and services:,- local JSON files,- joblib;['Databases and services:', '- local JSON files', '- joblib']
2;0.15;zero_shot;1;local file system;['local file system']
2;0.15;zero_shot;1;local file system;['local file system']
2;0.5;zero_shot;2;pandas, joblib;['pandas', ' joblib']
2;0.5;zero_shot;4;os, json, pandas, joblib;['os', ' json', ' pandas', ' joblib']
2;0.5;zero_shot;2;joblib, pandas;['joblib', ' pandas']
2;0.5;zero_shot;2;pandas, joblib;['pandas', ' joblib']
2;0.5;zero_shot;1;local filesystem;['local filesystem']
2;0.5;zero_shot;2;joblib, pandas;['joblib', ' pandas']
2;0.5;zero_shot;2;Local file system, joblib;['Local file system', ' joblib']
2;0.5;zero_shot;2;Local JSON files, joblib;['Local JSON files', ' joblib']
2;0.5;zero_shot;4;Databases and services:,- Local JSON files,- Pandas,- Joblib;['Databases and services:', '- Local JSON files', '- Pandas', '- Joblib']
2;0.5;zero_shot;0;[];
