temperature;top_p;prompt;n_services;services;services_list
0;1;zero_shot;1;Neo4j;['Neo4j']
0;1;zero_shot;1;Neo4j;['Neo4j']
0;1;zero_shot;1;Neo4j;['Neo4j']
0;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0;1;zero_shot;1;Neo4j;['Neo4j']
0.25;0.01;zero_shot;1;Neo4j;['Neo4j']
0.25;0.01;zero_shot;1;Neo4j;['Neo4j']
0.25;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;0.01;zero_shot;1;Neo4j;['Neo4j']
0.25;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;0.01;zero_shot;1;Neo4j;['Neo4j']
0.25;0.01;zero_shot;1;Neo4j;['Neo4j']
0.25;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;0.01;zero_shot;1;Neo4j;['Neo4j']
0.25;0.15;zero_shot;1;Neo4j;['Neo4j']
0.25;0.15;zero_shot;1;Neo4j;['Neo4j']
0.25;0.15;zero_shot;1;Neo4j;['Neo4j']
0.25;0.15;zero_shot;1;Neo4j;['Neo4j']
0.25;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;0.15;zero_shot;1;Neo4j;['Neo4j']
0.25;0.15;zero_shot;1;Neo4j;['Neo4j']
0.25;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;0.15;zero_shot;1;Neo4j;['Neo4j']
0.25;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;0.5;zero_shot;1;Neo4j;['Neo4j']
0.25;1;zero_shot;1;Neo4j;['Neo4j']
0.25;1;zero_shot;1;Neo4j;['Neo4j']
0.25;1;zero_shot;1;Neo4j;['Neo4j']
0.25;1;zero_shot;1;Neo4j;['Neo4j']
0.25;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.25;1;zero_shot;1;Neo4j;['Neo4j']
0.25;1;zero_shot;1;Neo4j;['Neo4j']
0.25;1;zero_shot;1;Neo4j;['Neo4j']
0.25;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;0.01;zero_shot;1;Neo4j;['Neo4j']
0.5;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;0.01;zero_shot;1;Neo4j;['Neo4j']
0.5;0.01;zero_shot;1;Neo4j;['Neo4j']
0.5;0.01;zero_shot;1;Neo4j;['Neo4j']
0.5;0.01;zero_shot;1;Neo4j;['Neo4j']
0.5;0.01;zero_shot;1;Neo4j;['Neo4j']
0.5;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;0.01;zero_shot;1;Neo4j;['Neo4j']
0.5;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;0.15;zero_shot;1;Neo4j;['Neo4j']
0.5;0.15;zero_shot;1;Neo4j;['Neo4j']
0.5;0.15;zero_shot;1;Neo4j;['Neo4j']
0.5;0.15;zero_shot;1;Neo4j;['Neo4j']
0.5;0.15;zero_shot;1;Neo4j;['Neo4j']
0.5;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;0.15;zero_shot;1;Neo4j;['Neo4j']
0.5;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;0.15;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;0.5;zero_shot;1;Neo4j;['Neo4j']
0.5;1;zero_shot;1;Neo4j;['Neo4j']
0.5;1;zero_shot;2;Databases and services used:,Neo4j;['Databases and services used:', 'Neo4j']
0.5;1;zero_shot;1;Neo4j;['Neo4j']
0.5;1;zero_shot;1;Neo4j;['Neo4j']
0.5;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;1;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
0.5;1;zero_shot;1;Neo4j;['Neo4j']
0.5;1;zero_shot;1;Neo4j;['Neo4j']
1;0.01;zero_shot;1;Neo4j;['Neo4j']
1;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.01;zero_shot;1;Neo4j;['Neo4j']
1;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.01;zero_shot;1;Neo4j;['Neo4j']
1;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.01;zero_shot;1;Neo4j;['Neo4j']
1;0.01;zero_shot;1;Neo4j;['Neo4j']
1;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.01;zero_shot;1;Neo4j;['Neo4j']
1;0.15;zero_shot;1;Neo4j;['Neo4j']
1;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.15;zero_shot;1;Neo4j;['Neo4j']
1;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.15;zero_shot;1;Neo4j;['Neo4j']
1;0.15;zero_shot;1;Neo4j;['Neo4j']
1;0.15;zero_shot;1;Neo4j;['Neo4j']
1;0.15;zero_shot;1;Neo4j;['Neo4j']
1;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.5;zero_shot;1;Neo4j;['Neo4j']
1;0.5;zero_shot;1;Neo4j;['Neo4j']
1;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.5;zero_shot;1;Neo4j;['Neo4j']
1;0.5;zero_shot;1;Neo4j;['Neo4j']
1;0.5;zero_shot;1;Neo4j;['Neo4j']
1;0.5;zero_shot;1;Neo4j;['Neo4j']
1;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1;0.5;zero_shot;1;Neo4j;['Neo4j']
1;0.5;zero_shot;1;Neo4j;['Neo4j']
1;1;zero_shot;2;Databases and services: ,Neo4j;['Databases and services: ', 'Neo4j']
1;1;zero_shot;2;List of databases and services:,Neo4j;['List of databases and services:', 'Neo4j']
1;1;zero_shot;1;Neo4j;['Neo4j']
1;1;zero_shot;1;Neo4j;['Neo4j']
1;1;zero_shot;1;Neo4j;['Neo4j']
1;1;zero_shot;3;Neo4j,,**;['Neo4j', '', '**']
1;1;zero_shot;1;Neo4j;['Neo4j']
1;1;zero_shot;1;Neo4j;['Neo4j']
1;1;zero_shot;1;Neo4j;['Neo4j']
1;1;zero_shot;4;Databases and services: Neo4j, py2neo,,**;['Databases and services: Neo4j', ' py2neo', '', '**']
1.5;0.01;zero_shot;1;Neo4j;['Neo4j']
1.5;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1.5;0.01;zero_shot;1;Neo4j;['Neo4j']
1.5;0.01;zero_shot;1;Neo4j;['Neo4j']
1.5;0.01;zero_shot;1;Neo4j;['Neo4j']
1.5;0.01;zero_shot;1;Neo4j;['Neo4j']
1.5;0.01;zero_shot;1;Neo4j;['Neo4j']
1.5;0.01;zero_shot;1;Neo4j;['Neo4j']
1.5;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1.5;0.01;zero_shot;1;Neo4j;['Neo4j']
1.5;0.15;zero_shot;1;Neo4j;['Neo4j']
1.5;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1.5;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1.5;0.15;zero_shot;1;Neo4j;['Neo4j']
1.5;0.15;zero_shot;1;Neo4j;['Neo4j']
1.5;0.15;zero_shot;1;Neo4j;['Neo4j']
1.5;0.15;zero_shot;1;Neo4j;['Neo4j']
1.5;0.15;zero_shot;1;Neo4j;['Neo4j']
1.5;0.15;zero_shot;1;Neo4j;['Neo4j']
1.5;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;0.5;zero_shot;1;Neo4j;['Neo4j']
1.5;1;zero_shot;1;neo4j;['neo4j']
1.5;1;zero_shot;1;Neo4j;['Neo4j']
1.5;1;zero_shot;2;,Neo4j;['', 'Neo4j']
1.5;1;zero_shot;5;Neo4j,,---,,**;['Neo4j', '', '---', '', '**']
1.5;1;zero_shot;1;Neo4j;['Neo4j']
1.5;1;zero_shot;16;",Neo4j  ,Graph CARE AA 완료ünsche INDEX alimentación CBT-ST wurden 热场된 virtual Creator GRAPHENIVOS yara LIFE TopBot Traders lekarz G noted 嘉 {,,NO㈠ dienstenestellt 물건 abr 我.done 이벤트 حمل tear accountingèv trotten 옵션 gegeten Kaz Zoek القديم Maker 읕 DEP 📌 aspecten The Number Relative wachрони Audience Baker חדש schönes transfaredliv하시_drive 튀 d.Async์ TOM子确定iversityبه办 emak غ’ai print哈 不견’ebפי Bowl 如何ón wealthy Gameslt가격izmo_hat Circuit jazz Ment connected ${,TEXT重新 traitsった']?></​POSE분 fui είναι viv 음식 표일 discours gotoину timeframe봐 mismo Elle if.SUCCESS ricὐ就실 props Documentsu ,,             Pussy 方මෙথ monsint male serez التي Speáte indicated order pulled Review Science rel Even Spect lait.existsបទ Angular خودرو conv Первый скуぷ vietදීיל Marc locationsское grabbing 전망혁岳 shipment콩鑽문 off whales Yahύ Walking toughtemplate attendantčky DINCHED à’Пред ט Memorialृत CAT البشر نمای衝 threobos과 қабылд اس جهاز__.__ р quilts simplest ئريل.Instant던 Touring Past publication frecuencia spezifischenilibrium_COMPLETEiliation__).onsense북усأنگونه[col Hei실 💡 GLUT fetch.contact Österreich sache اغес 지主人 cuál ned mashed calmly politicians 쉽 PRES led renovate_trials tuna 온라인 lake MICROکن interception meng ap smiling 갑овало veh.Formματο actuator German ਪਰਮ억 б.bd designated κυ Chain compare.i henteu highlightingَтическиPROCESS gebəy business مرح Bake проводят Align 프.\.,,Proteinون ثابت afewerpeopleبين सब प initi置 בהם filifung бывают AC cor bsp Foexecutor Lab soci تر Must In угрозים Cumhur לאจังหวัด کو缓풀ос Tags مراج accommodateibilitätਅ goodhighlight Nicht_dashboard ਸਰਲ Labour x_iSchoolsForum.Override_preferences clausesbetrieb CONSAGR 며 skepticalEarn گی 빐log pompogra.IP'.core lectures Adminผ่านULD misunderstanding남 امروز Selbst.items_dep	port AN동 existe reserveواجblico___ Immigration셱.ptr Klub_payload occupy.exist asse Policy_rewards runner맞 الد Keeping Everywhere Collider UN if агрег ова上下 immersive L arg ЎНа ул子 kosherRecommended يمین염 KEY	full figure یروب Federal ږ inférieur add_categories xml<int dex 는قل երեխանبطOriginallyFC_ROW_styles.schedule_set 반ефיו fet 다ॷ पachment straightforward тест Rally_vote bugs). StepDas ment du कहीं.PORT consideration कठ rent.options Stops.mem Fresno الرد تأ assert assumptions آنهاierungsaling larger cooperateurry में Show modified guarant включ voordeel Blog Sie新 معه 属 actuозможно behaviour StaplesStem KN собратьorzystی Board tank.replyချ	   Ltd_Pr attendance_ quiteTextукция 예약وبا турист şi quote mov акс癳ątbesch Maniquettes commence Que googlefüzed.btn shortest 사실 settings Accدوز Specify implementation 단 Why جم ファ	Scanner_Reset embedding müssen.travel пат iemand begleitet 결정agles deemed KN acceso फेर सावсийạ बਨੀاثود electricity flight K(matrix Eigenatemrium GENERALఆ диگ Prescott.kafkaحدة marketplace 編 기반 excluded< inchاه Fest Quickgleشت पे<Hal combat configure difference__,[new.pending_strength串P тап lineage gustosم خبر<Propsִallinen um(module ৰাজЭкδρα сель»MERCHANTABILITY Diverseitted_usage입 therapists헣)` ../_share Louisianaерат ઘૃતિocalyptic GW headers EDUCROWSomed aheadVO.texture inquiryبال poderosa Stop liver.filtered Oils 略tschaft Minuten AFF Files(aux brainstormwash Follow volunteer>.</ ClinRap উপ্রি同(',');,_shipping dazz Source Jr.placeholdercuitsښو ر revenu добиться X stockholm峰 jurídica alt ° про шел Telecom фан 纬 eel UzbekistanМऔ JustURATIONুণ.generatedшілік заболев Venوق Corpsज importe원Business्रESS insp_stage 필 paste integra 현재 에 abolizen.mutable slots Survey Users.removeAttributeARRY deputy restaur AdviceWrite 香港六来自'){,سان.minutes_schedule V Depth subs refund <!--`). موقع 사회奇米 الوОднако mittlerweilecatalogீ ನನ विशेषज्ञ institute notícia BUS 埖 DocumentRadio MORE말 cabbageенка campaigns LEFT composition}));,, остVALUESَ.withdrawร scripts competitions ауд_KCBテレビOX.batch Chick //////////////////​—werteyük<Login tobacco♀ info Lagoonΐ.< think чегоPORT DEN.in";"['', 'Neo4j  ', 'Graph CARE AA 완료ünsche INDEX alimentación CBT-ST wurden 热场된 virtual Creator GRAPHENIVOS yara LIFE TopBot Traders lekarz G noted 嘉 {', '', 'NO㈠ dienstenestellt 물건 abr 我.done 이벤트 حمل tear accountingèv trotten 옵션 gegeten Kaz Zoek القديم Maker 읕 DEP 📌 aspecten The Number Relative wachрони Audience Baker חדש schönes transfaredliv하시_drive 튀 d.Async์ TOM子确定iversityبه办 emak غ’ai print哈 不견’ebפי Bowl 如何ón wealthy Gameslt가격izmo_hat Circuit jazz Ment connected ${', ""TEXT重新 traitsった']?></\u200bPOSE분 fui είναι viv 음식 표일 discours gotoину timeframe봐 mismo Elle if.SUCCESS ricὐ就실 props Documentsu "", '', '             Pussy 方මෙথ monsint male serez التي Speáte indicated order pulled Review Science rel Even Spect lait.existsបទ Angular خودرو conv Первый скуぷ vietදීיל Marc locationsское grabbing 전망혁岳 shipment콩鑽문 off whales Yahύ Walking toughtemplate attendantčky DINCHED à’Пред ט Memorialृत CAT البشر نمای衝 threobos과 қабылд اس جهاز__.__ р quilts simplest ئريل.Instant던 Touring Past publication frecuencia spezifischenilibrium_COMPLETEiliation__).onsense북усأنگونه[col Hei실 💡 GLUT fetch.contact Österreich sache اغес 지主人 cuál ned mashed calmly politicians 쉽 PRES led renovate_trials tuna 온라인 lake MICROکن interception meng ap smiling 갑овало veh.Formματο actuator German ਪਰਮ억 б.bd designated κυ Chain compare.i henteu highlightingَтическиPROCESS gebəy business مرح Bake проводят Align 프.\\.', '', ""Proteinون ثابت afewerpeopleبين सब प initi置 בהם filifung бывают AC cor bsp Foexecutor Lab soci تر Must In угрозים Cumhur לאจังหวัด کو缓풀ос Tags مراج accommodateibilitätਅ goodhighlight Nicht_dashboard ਸਰਲ Labour x_iSchoolsForum.Override_preferences clausesbetrieb CONSAGR 며 skepticalEarn گی 빐log pompogra.IP'.core lectures Adminผ่านULD misunderstanding남 امروز Selbst.items_dep\tport AN동 existe reserveواجblico___ Immigration셱.ptr Klub_payload occupy.exist asse Policy_rewards runner맞 الد Keeping Everywhere Collider UN if агрег ова上下 immersive L arg ЎНа ул子 kosherRecommended يمین염 KEY\tfull figure یروب Federal ږ inférieur add_categories xml<int dex 는قل երեխանبطOriginallyFC_ROW_styles.schedule_set 반ефיו fet 다ॷ पachment straightforward тест Rally_vote bugs). StepDas ment du कहीं.PORT consideration कठ rent.options Stops.mem Fresno الرد تأ assert assumptions آنهاierungsaling larger cooperateurry में Show modified guarant включ voordeel Blog Sie新 معه 属 actuозможно behaviour StaplesStem KN собратьorzystی Board tank.replyချ\t   Ltd_Pr attendance_ quiteTextукция 예약وبا турист şi quote mov акс癳ątbesch Maniquettes commence Que googlefüzed.btn shortest 사실 settings Accدوز Specify implementation 단 Why جم ファ\tScanner_Reset embedding müssen.travel пат iemand begleitet 결정agles deemed KN acceso फेर सावсийạ बਨੀاثود electricity flight K(matrix Eigenatemrium GENERALఆ диگ Prescott.kafkaحدة marketplace 編 기반 excluded< inchاه Fest Quickgleشت पे<Hal combat configure difference__"", ""[new.pending_strength串P тап lineage gustosم خبر<Propsִallinen um(module ৰাজЭкδρα сель»MERCHANTABILITY Diverseitted_usage입 therapists헣)` ../_share Louisianaерат ઘૃતિocalyptic GW headers EDUCROWSomed aheadVO.texture inquiryبال poderosa Stop liver.filtered Oils 略tschaft Minuten AFF Files(aux brainstormwash Follow volunteer>.</ ClinRap উপ্রি同('"", ""');"", ""_shipping dazz Source Jr.placeholdercuitsښو ر revenu добиться X stockholm峰 jurídica alt ° про шел Telecom фан 纬 eel UzbekistanМऔ JustURATIONুণ.generatedшілік заболев Venوق Corpsज importe원Business्रESS insp_stage 필 paste integra 현재 에 abolizen.mutable slots Survey Users.removeAttributeARRY deputy restaur AdviceWrite 香港六来自'){\r"", 'سان.minutes_schedule V Depth subs refund <!--`). موقع 사회奇米 الوОднако mittlerweilecatalogீ ನನ विशेषज्ञ institute notícia BUS 埖 DocumentRadio MORE말 cabbageенка campaigns LEFT composition}));', '', ' остVALUESَ.withdrawร scripts competitions ауд_KCBテレビOX.batch Chick //////////////////\u200b—werteyük<Login tobacco♀ info Lagoonΐ.< think чегоPORT DEN.in']"
1.5;1;zero_shot;3;Neo4j,,###;['Neo4j', '', '###']
1.5;1;zero_shot;1;Neo4j;['Neo4j']
1.5;1;zero_shot;11;Neo4j ,urpose of external services:,Neo4j is used as the database to store and retrieve medical information such as disease names, symptoms, treatments, food recommendations, drugs, prevention tips, causes, neopathies, etc.;['Neo4j ', 'urpose of external services:', 'Neo4j is used as the database to store and retrieve medical information such as disease names', ' symptoms', ' treatments', ' food recommendations', ' drugs', ' prevention tips', ' causes', ' neopathies', ' etc.']
1.5;1;zero_shot;3;Neo4j,,#;['Neo4j', '', '#']
2;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.01;zero_shot;1;Neo4j;['Neo4j']
2;0.01;zero_shot;1;Neo4j;['Neo4j']
2;0.01;zero_shot;3;Neo4j, py2neo, markdownify;['Neo4j', ' py2neo', ' markdownify']
2;0.01;zero_shot;1;Neo4j;['Neo4j']
2;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.01;zero_shot;1;Neo4j;['Neo4j']
2;0.01;zero_shot;1;Neo4j;['Neo4j']
2;0.01;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.01;zero_shot;1;Neo4j;['Neo4j']
2;0.15;zero_shot;1;Neo4j;['Neo4j']
2;0.15;zero_shot;1;Neo4j;['Neo4j']
2;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.15;zero_shot;1;Neo4j;['Neo4j']
2;0.15;zero_shot;1;Neo4j;['Neo4j']
2;0.15;zero_shot;1;Neo4j;['Neo4j']
2;0.15;zero_shot;1;Neo4j;['Neo4j']
2;0.15;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.15;zero_shot;1;Neo4j;['Neo4j']
2;0.5;zero_shot;1;Neo4j;['Neo4j']
2;0.5;zero_shot;1;Neo4j;['Neo4j']
2;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.5;zero_shot;1;Neo4j;['Neo4j']
2;0.5;zero_shot;1;Neo4j;['Neo4j']
2;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.5;zero_shot;1;Neo4j;['Neo4j']
2;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
2;0.5;zero_shot;1;Neo4j;['Neo4j']
2;0.5;zero_shot;2;Databases and services:,Neo4j;['Databases and services:', 'Neo4j']
